"","gene","len"
"3171","SPNCRNA.1114",0.347
"3172","SPAC8C9.04",2.611
"3173","SPBC21D10.05c",3.658
"3174","SPAC343.16",2.389
"3175","SPBC83.13",1.303
"3176","SPAC3A12.16c",1.473
"3177","SPAC13G7.13c",4.173
"3178","SPAC4D7.06c",1.311
"3179","SPAC1D4.02c",2.136
"3180","SPAC22H10.05c",2.736
"3181","SPAC27E2.09",7.336
"3182","SPAC11D3.16c",1.273
"3183","SPAC3C7.12",2.075
"3184","SPNCRNA.469",1.537
"3185","SPNCRNA.695",1.709
"3186","SPAC56E4.05",1.091
"3187","SPAC56E4.07",3.986
"3188","SPAC31A2.08",1.022
"3189","SPBC106.05c",0.789
"3190","SPCC1183.05c",4.334
"3191","SPNCRNA.1230",1.154
"3192","SPNCRNA.1087",3.119
"3193","SPBC1773.12",2.308
"3194","SPCC18B5.11c",2.064
"3195","SPAC1296.04",1.602
"3196","SPBC3E7.05c",2.185
"3197","SPAC31G5.16c",4.461
"3198","SPAC19B12.06c",1.405
"3199","SPBC337.04",1.309
"3200","SPAC323.07c",2.484
"3201","SPAC17A2.05",2.424
"3202","SPNCRNA.863",1.628
"3203","SPCC285.08",1.543
"3204","SPCC1620.12c",5.602
"3205","SPAPB1A10.14",1.562
"3206","SPBC216.04c",0.94
"3207","SPNCRNA.687",0.528
"3208","SPAC694.03",2.045
"3209","SPBC4.02c",2.067
"3210","SPAC1805.14",1.992
"3211","SPCC576.10c",1.605
"3212","SPBC14C8.06",1.422
"3213","SPBC725.05c",1.638
"3214","SPCC63.02c",2.435
"3215","SPBC27B12.01c",2.329
"3216","SPAC23A1.12c",2.039
"3217","SPAC13C5.02",1.785
"3218","SPCC622.13c",4.723
"3219","SPAC25H1.09",1.98
"3220","SPNCRNA.928",2.612
"3221","SPAC11D3.03c",1.596
"3222","SPAC926.03",1.255
"3223","SPAC1783.05",4.652
"3224","SPAC27F1.09c",3.663
"3225","SPAC1556.06",2.404
"3226","SPAC19D5.05c",0.825
"3227","SPCC4G3.04c",1.331
"3228","SPBC30B4.09",0.991
"3229","SPNCRNA.570",0.734
"3230","SPAC110.01",5.993
"3231","SPCC24B10.13",0.423
"3232","SPCC285.09c",2.31
"3233","SPAC23A1.14c",1.934
"3234","SPAC17A5.15c",2.234
"3235","SPAC23D3.11",2.972
"3236","SPCC1795.08c",3.958
"3237","SPAC1006.05c",2.211
"3238","SPAC24C9.05c",2.327
"3239","SPCC320.10",2.062
"3240","SPBC15D4.05",1.557
"3241","SPBC29A3.01",2.731
"3242","SPAC24H6.13",3.881
"3243","SPAC17G8.09",1.087
"3244","SPBC18E5.13",1.079
"3245","SPAC17A2.12",4.235
"3246","SPAC1782.11",1.026
"3247","SPNCRNA.1364",1.137
"3248","SPCC757.08",1.779
"3249","SPAC16.03c",1.656
"3250","SPCP1E11.05c",2.502
"3251","SPAC18G6.03",1.5
"3252","SPBC56F2.15",0.288
"3253","SPBC24C6.07",3.01
"3254","SPNCRNA.1483",1.152
"3255","SPNCRNA.184",0.364
"3256","SPAC2G11.11c",3.309
"3257","SPAC23H4.15",2.656
"3258","SPBC146.05c",1.473
"3259","SPCC11E10.05c",2.882
"3260","SPAC12G12.17",0.741
"3261","SPBC16A3.10",2.072
"3262","SPAC19B12.10",2.761
"3263","SPBC25H2.10c",1.207
"3264","SPBC1734.12c",2.055
"3265","SPAC31A2.13c",0.686
"3266","SPAC19G12.11",1.494
"3267","SPCC1620.03",3.368
"3268","SPNCRNA.1263",5.317
"3269","SPAC57A10.14",1.039
"3270","SPBC19G7.16",1.756
"3271","SPAC13F5.06c",3.072
"3272","SPNCRNA.1432",0.797
"3273","SPBC2G2.06c",3.164
"3274","SPCC320.03",5.249
"3275","SPBC3H7.03c",5.194
"3276","SPNCRNA.862",1.847
"3277","SPAC4F10.02",1.692
"3278","SPAC23D3.05c",1.599
"3279","SPNCRNA.846",1.954
"3280","SPBC14C8.13",3.755
"3281","SPAC6C3.04",2.523
"3282","SPAC2E1P5.04c",1.537
"3283","SPBC725.02",3.69
"3284","SPAC23H4.14",3.226
"3285","SPAC2C4.09",1.484
"3286","SPBC15D4.04",1.888
"3287","SPBC23E6.05",1.643
"3288","SPNCRNA.767",0.836
"3289","SPNCRNA.1435",2.165
"3290","SPAC27F1.03c",0.864
"3291","SPBP22H7.02c",2.903
"3292","SPAC23A1.02c",2.011
"3293","SPBC36.03c",2.668
"3294","SPNCRNA.655",2.802
"3295","SPAC23H4.21",0.793
"3296","SPAC1D4.09c",1.097
"3297","SPBC1703.11",1.527
"3298","SPBC21B10.11",0.669
"3299","SPAC1002.10c",2.057
"3300","SPCC338.10c",0.973
"3301","SPBC1683.07",4.141
"3302","SPAPB24D3.06c",2.041
"3303","SPAC6B12.11",2.064
"3304","SPNCRNA.972",3.437
"3305","SPAC8E11.04c",1.395
"3306","SPAC26A3.15c",2.785
"3307","SPCP31B10.05",2.469
"3308","SPNCRNA.904",1.669
"3309","SPBC365.16",2.574
"3310","SPNCRNA.698",1.051
"3311","SPCC306.09c",2.602
"3312","SPCP1E11.02",2.157
"3313","SPBC365.05c",1.422
"3314","SPAC14C4.05c",3.233
"3315","SPAC17H9.01",4.156
"3316","SPCC737.02c",1.174
"3317","SPCC306.03c",2.756
"3318","SPBC2G5.06c",1.952
"3319","SPNCRNA.190",0.692
"3320","SPBC2F12.17",0.297
"3321","SPNCRNA.848",2.203
"3322","SPNCRNA.205",1.779
"3323","SPAC6G9.07c",1.057
"3324","SPAC19A8.08",3.486
"3325","SPCC1393.05",3.395
"3326","SPAC1782.04",1.203
"3327","SPBC3D6.06c",1.714
"3328","SPCC576.05",3.465
"3329","SPNCRNA.947",0.968
"3330","SPBC337.15c",1.022
"3331","SPBC19C2.03",0.597
"3332","SPCC962.03c",2.712
"3333","SPBC1A4.03c",6.682
"3334","SPBC24C6.11",3.735
"3335","SPAC4A8.02c",2.683
"3336","SPBC36.05c",2.174
"3337","SPCC1020.10",4.289
"3338","SPBC25H2.13c",7.017
"3339","SPBC16E9.10c",2.713
"3340","SPBC543.07",1.719
"3341","SPBP18G5.03",1.824
"3342","SPAC6C3.09",1.469
"3343","SPBC21C3.20c",3.309
"3344","SPNCRNA.1050",1.298
"3345","SPAC29A4.05",0.899
"3346","SPBC1709.06",1.984
"3347","SPBC1683.12",3.327
"3348","SPAC13G7.07",1.432
"3349","SPCC1753.02c",3.829
"3350","SPAC1687.11",2.863
"3351","SPAC10F6.02c",3.819
"3352","SPAC6G9.09c",0.539
"3353","SPBC2F12.03c",4.123
"3354","SPAC17G6.05c",2.477
"3355","SPAC23A1.19c",3.589
"3356","SPAC977.15",0.902
"3357","SPAPYUG7.03c",2.596
"3358","SPCC1840.10",0.414
"3359","SPBC428.04",0.761
"3360","SPNCRNA.1673",1.885
"3361","SPCC663.15c",2.428
"3362","SPNCRNA.1553",2.044
"3363","SPNCRNA.26",0.351
"3364","SPAC5D6.07c",1.85
"3365","SPAC821.03c",2.009
"3366","SPCTRNAALA.12",0.074
"3367","SPBC1539.06",0.723
"3368","SPCC1795.02c",2.062
"3369","SPAC890.06",4.384
"3370","SPCP31B10.03c",0.979
"3371","SPCP31B10.06",4.619
"3372","SPCC16C4.08c",1.843
"3373","SPAC18G6.15",1.663
"3374","SPCC1223.14",1.549
"3375","SPCC4G3.19",3.202
"3376","SPCC16A11.03c",2.117
"3377","SPAC22A12.11",2.195
"3378","SPAC3C7.03c",1.463
"3379","SPCC1235.14",2.217
"3380","SPBC30D10.06",2.888
"3381","SPCC1442.16c",1.389
"3382","SPCC16A11.04",3.772
"3383","SPBC839.13c",0.769
"3384","SPAPB1E7.11c",2.253
"3385","SPNCRNA.766",1.422
"3386","SPBC119.18",0.759
"3387","SPCC4B3.17",1.115
"3388","SPCC1322.01",3.161
"3389","SPAC1B1.04c",3.466
"3390","SPRRNA.15",0.161
"3391","SPAC24H6.01c",2.311
"3392","SPAC824.03c",1.437
"3393","SPNCRNA.615",2.199
"3394","SPNCRNA.761",2.108
"3395","SPBP23A10.05",2.209
"3396","SPAC31G5.01",1.538
"3397","SPAC1F3.02c",3.956
"3398","SPAP8A3.13c",2.635
"3399","SPAC2E12.02",2.784
"3400","SPCC1235.16",1.659
"3401","SPCC4B3.09c",1.878
"3402","SPAC1834.10c",0.779
"3403","SPBC1861.07",0.415
"3404","SPCC622.06c",1.956
"3405","SPAC25G10.09c",5.591
"3406","SPAC644.16",1.419
"3407","SPAC630.13c",4.427
"3408","SPNCRNA.1696",1.662
"3409","SPNCRNA.532",0.878
"3410","SPAC11D3.01c",0.464
"3411","SPAC167.02",3.647
"3412","SPBC19G7.09",2.115
"3413","SPBC31F10.14c",5.819
"3414","SPAC32A11.01",2.495
"3415","SPNCRNA.513",0.543
"3416","SPBC119.16c",4.768
"3417","SPAC23H4.08",1.36
"3418","SPBP4H10.19c",1.684
"3419","SPAC637.12c",3.818
"3420","SPBC609.03",2.784
"3421","SPBC36.08c",4.917
"3422","SPCC364.01",1.567
"3423","SPBC354.01",1.478
"3424","SPBC27B12.14",1.66
"3425","SPBC3H7.14",1.862
"3426","SPCC417.05c",2.139
"3427","SPBC3B8.10c",2.277
"3428","SPNCRNA.156",0.568
"3429","SPAC5H10.08c",1.066
"3430","SPBC216.07c",7.363
"3431","SPNCRNA.1471",2.082
"3432","SPAC29A4.11",5.802
"3433","SPNCRNA.1139",0.704
"3434","SPAC1635.01",1.567
"3435","SPCC584.05",3.942
"3436","SPBC20F10.03",1.748
"3437","SPNCRNA.1193",0.85
"3438","SPAC8E11.10",2.257
"3439","SPBC21D10.06c",4.061
"3440","SPAC11G7.01",3.188
"3441","SPCC13B11.03c",1.734
"3442","SPAC19E9.01c",2.206
"3443","SPBC887.04c",2.528
"3444","SPAC57A7.13",2.156
"3445","SPAC1805.17",4.368
"3446","SPAC30.02c",1.151
"3447","SPBC365.14c",1.945
"3448","SPCC4B3.06c",1.885
"3449","SPBC119.07",5.53
"3450","SPBC3B9.16c",3.707
"3451","SPBC530.16",0.401
"3452","SPBC15C4.05",5.017
"3453","SPBC342.02",2.485
"3454","SPAC589.04",1.309
"3455","SPAC144.16",2.425
"3456","SPNCRNA.1548",1.018
"3457","SPNCRNA.764",1.469
"3458","SPAC323.01c",1.466
"3459","SPAC1093.01",5.439
"3460","SPNCRNA.1127",0.821
"3461","SPCC553.06",1.403
"3462","SPAC144.05",5.05
"3463","SPAC630.11",1.257
"3464","SPCC1919.15",2.336
"3465","SPBC19G7.02",1.322
"3466","SPBC19G7.04",1.841
"3467","SPCC330.01c",4.327
"3468","SPAC9G1.02",4.743
"3469","SPAPYUG7.02c",2.468
"3470","SPNCRNA.197",2.349
"3471","SPNCRNA.831",2.212
"3472","SPAC23C4.10",1.945
"3473","SPAC823.13c",1.246
"3474","SPBC19C7.12c",4.649
"3475","SPAC688.06c",2.283
"3476","SPAC144.10c",1.668
"3477","SPAC23D3.17",1.172
"3478","SPNCRNA.1028",0.889
"3479","SPAC23G3.02c",15.252
"3480","SPCC622.10c",2.824
"3481","SPBC12C2.01c",1.457
"3482","SPCC31H12.05c",2.96
"3483","SPNCRNA.751",0.584
"3484","SPBC8D2.15",2.184
"3485","SPCC188.10c",2.685
"3486","SPCC188.14",2.139
"3487","SPNCRNA.1198",1.593
"3488","SPAC1B2.05",5.049
"3489","SPAC30D11.08c",1.856
"3490","SPBC4B4.04",2.35
"3491","SPCP20C8.02c",1.18
"3492","SPNCRNA.819",0.623
"3493","SPAC17G8.12",3.74
"3494","SPBC577.06c",6.257
"3495","SPAC24H6.02c",1.144
"3496","SPBC3D6.09",1.157
"3497","SPAC17A5.06",2.768
"3498","SPAC26H5.02c",2.117
"3499","SPAC2E1P3.01",1.96
"3500","SPNCRNA.859",1.792
"3501","SPNCRNA.282",0.467
"3502","SPBP23A10.03c",1.605
"3503","SPNCRNA.1332",1.744
"3504","SPBC14C8.19",0.657
"3505","SPCC4B3.07",1.7
"3506","SPBC8D2.06",3.556
"3507","SPBC409.20c",1.493
"3508","SPBC29A10.03c",1.977
"3509","SPAC31G5.19",5.108
"3510","SPAP11E10.01",1.587
"3511","SPNCRNA.747",0.93
"3512","SPAC6G10.08",1.642
"3513","SPAC56F8.07",0.552
"3514","SPAC5H10.01",1.082
"3515","SPAC977.17",3.603
"3516","SPNCRNA.737",1.948
"3517","SPATRNAPRO.02",0.097
"3518","SPCC777.10c",1.258
"3519","SPNCRNA.1167",1.253
"3520","SPBC1347.04",1.354
"3521","SPAC17A5.07c",2.526
"3522","SPAC824.04",1.529
"3523","SPBC1709.04c",1.489
"3524","SPNCRNA.794",0.867
"3525","SPAC17H9.20",4.218
"3526","SPAC18B11.11",4.564
"3527","SPBP22H7.05c",4.239
"3528","SPCC4B3.14",1.005
"3529","SPCC965.08c",3.057
"3530","SPNCRNA.1014",0.554
"3531","SPCC965.14c",0.918
"3532","SPAC1A6.06c",1.701
"3533","SPAC26A3.10",3.951
"3534","SPAC23A1.17",5.343
"3535","SPCC290.04",3.22
"3536","SPNCRNA.1246",1.331
"3537","SPAC5D6.04",2.561
"3538","SPAC6G9.06c",3.92
"3539","SPBC582.08",2.005
"3540","SPBC1306.01c",2.655
"3541","SPCC1672.02c",2.244
"3542","SPCC1281.02c",1.484
"3543","SPAC11H11.03c",1.265
"3544","SPNCRNA.541",2.534
"3545","SPBC16A3.18",2.372
"3546","SPNCRNA.813",1.427
"3547","SPCC825.02",2.531
"3548","SPAC607.04",1.071
"3549","SPNCRNA.1402",1.088
"3550","SPBC106.11c",2.018
"3551","SPBC1709.13c",1.655
"3552","SPAC167.07c",3.796
"3553","SPBC23E6.08",3.832
"3554","SPAC17C9.12",2.036
"3555","SPCC645.08c",2.782
"3556","SPAC806.05",3.361
"3557","SPAC3G9.01",1.861
"3558","SPBC29A10.08",1.523
"3559","SPNCRNA.1609",1.038
"3560","SPCC594.04c",1.452
"3561","SPAC12G12.15",2.19
"3562","SPMITTRNAMET.01",0.075
"3563","SPNCRNA.278",0.484
"3564","SPAC31A2.12",2.798
"3565","SPBC26H8.10",3.321
"3566","SPNCRNA.1567",2.078
"3567","SPBC2A9.13",0.241
"3568","SPCC757.03c",1.253
"3569","SPAC23H3.13c",3.183
"3570","SPCC757.07c",2.212
"3571","SPAC20H4.04",3.793
"3572","SPBC1604.15",3.617
"3573","SPACUNK4.10",1.755
"3574","SPAC2C4.06c",1.829
"3575","SPBC19C7.05",1.596
"3576","SPNCRNA.1508",1.757
"3577","SPBC713.12",2.2
"3578","SPAC630.14c",3.593
"3579","SPAC26A3.03c",3.261
"3580","SPBC839.10",2.536
"3581","SPBC1D7.04",0.831
"3582","SPBC651.07",1.401
"3583","SPCC285.03",2.013
"3584","SPBC2G2.02",3.456
"3585","SPAC57A10.02",3.22
"3586","SPAC227.13c",1.602
"3587","SPBC21D10.07",1.555
"3588","SPNCRNA.1620",1.347
"3589","SPBC16D10.04c",4.712
"3590","SPBC31F10.11c",2.336
"3591","SPAC57A10.08c",1.424
"3592","SPCC1620.13",1.127
"3593","SPCC1494.04c",1.666
"3594","SPACUNK12.02c",1.876
"3595","SPBC4C3.06",2.785
"3596","SPBC839.16",3.777
"3597","SPAC458.03",3.512
"3598","SPCP31B10.02",0.471
"3599","SPNCRNA.1477",0.571
"3600","SPCC4G3.08",1.758
"3601","SPBC32H8.05",0.77
"3602","SPNCRNA.1307",1.73
"3603","SPNCRNA.1202",3.062
"3604","SPBC18E5.09c",0.387
"3605","SPAC328.06",3.907
"3606","SPNCRNA.1391",0.997
"3607","SPNCRNA.1327",1.328
"3608","SPNCRNA.1523",1.186
"3609","SPAPB1E7.06c",3.783
"3610","SPCC1235.04c",1.793
"3611","SPBC336.01",2.949
"3612","SPAC227.06",1.086
"3613","SPBC3H7.08c",1.379
"3614","SPNCRNA.707",1.115
"3615","SPAC664.07c",1.888
"3616","SPAC11E3.11c",3.506
"3617","SPAC29B12.11c",1.424
"3618","SPAC3A12.08",1.232
"3619","SPAC8E11.01c",2.321
"3620","SPBC25H2.09",1.027
"3621","SPAPJ691.03",0.908
"3622","SPAC4H3.05",3.409
"3623","SPAC3A12.18",2.089
"3624","SPNCRNA.763",2.482
"3625","SPAC17G8.04c",1.456
"3626","SPBC1709.16c",1.961
"3627","SPNCRNA.1194",1.62
"3628","SPAC144.18",2.588
"3629","SPAC6F6.06c",4.312
"3630","SPAC57A10.07",1.232
"3631","SPBC3H7.18",0.234
"3632","SPAC17G6.14c",1.862
"3633","SPAC1751.01c",6.908
"3634","SPNCRNA.486",0.805
"3635","SPCPB1C11.02",2.265
"3636","SPCC330.19c",0.852
"3637","SPAC9G1.13c",1.729
"3638","SPCC364.05",3.31
"3639","SPAC8F11.03",3.541
"3640","SPNCRNA.1621",0.66
"3641","SPAC56E4.06c",2.412
"3642","SPAC10F6.14c",1.815
"3643","SPBC16D10.10",1.424
"3644","SPAC18G6.11c",2.597
"3645","SPNCRNA.742",1.719
"3646","SPAC22E12.09c",2.435
"3647","SPBC28E12.04",1.716
"3648","SPNCRNA.1343",1.543
"3649","SPBC776.09",2.489
"3650","SPBC6B1.12c",0.929
"3651","SPNCRNA.684",0.585
"3652","SPBC28F2.08c",2.506
"3653","SPBC32C12.02",4.089
"3654","SPCC1739.14",3.446
"3655","SPBC215.15",1.281
"3656","SPCC1739.11c",3.507
"3657","SPAC9G1.08c",2.563
"3658","SPAC2F3.01",1.143
"3659","SPBC3E7.10",1.612
"3660","SPCC5E4.10c",1.814
"3661","SPAC328.09",1.835
"3662","SPCPB16A4.02c",1.942
"3663","SPBC460.01c",1.719
"3664","SPCC31H12.03c",1.222
"3665","SPCC1620.14c",8.029
"3666","SPNCRNA.30",0.416
"3667","SPAC12B10.08c",2.456
"3668","SPNCRNA.1579",1.009
"3669","SPBC2G2.14",2.594
"3670","SPNCRNA.681",1.06
"3671","SPNCRNA.159",0.795
"3672","SPBC1539.04",1.531
"3673","SPAC17A2.14",2.611
"3674","SPCP20C8.01c",1.126
"3675","SPBC30D10.07c",2.97
"3676","SPCC4B3.16",1.024
"3677","SPBC1709.01",3.066
"3678","SPBC21C3.14c",3.037
"3679","SPBC23G7.07c",1.294
"3680","SPNCRNA.1265",0.796
"3681","SPCC1795.01c",1.485
"3682","SPBC3B9.21",0.94
"3683","SPNCRNA.1667",3.154
"3684","SPBP8B7.31",1.275
"3685","SPAC2G11.08c",1.187
"3686","SPAC22A12.09c",2.147
"3687","SPAC1486.08",2.243
"3688","SPNCRNA.617",4.237
"3689","SPBC2D10.19c",0.588
"3690","SPNCRNA.1690",2.467
"3691","SPBC800.11",1.851
"3692","SPAC13G6.06c",4.022
"3693","SPBC725.13c",1.092
"3694","SPNCRNA.1083",1.298
"3695","SPBC36.06c",1.785
"3696","SPNCRNA.702",1.593
"3697","SPAC9E9.04",1.217
"3698","SPNCRNA.1459",1.489
"3699","SPAC6B12.07c",2.453
"3700","SPAC29E6.01",2.136
"3701","SPBC582.03",3.201
"3702","SPBC19F8.05",3.746
"3703","SPNCRNA.292",0.492
"3704","SPNCRNA.327",0.434
"3705","SPNCRNA.660",2.234
"3706","SPCC338.17c",3.317
"3707","SPBC9B6.11c",3.508
"3708","SPAPB8E5.03",1.946
"3709","SPAC57A7.08",2.298
"3710","SPAC8F11.10c",2.142
"3711","SPAC869.07c",1.469
"3712","SPBC9B6.04c",1.721
"3713","SPCC777.12c",1.619
"3714","SPBC106.14c",2.804
"3715","SPAC11E3.06",2.104
"3716","SPBC336.05c",3.073
"3717","SPNCRNA.962",0.955
"3718","SPNCRNA.306",1.056
"3719","SPAC25B8.06c",3.574
"3720","SPBC14F5.10c",2.586
"3721","SPCC1259.10",1.906
"3722","SPBC1706.01",3.097
"3723","SPBC27.08c",1.678
"3724","SPCC1450.07c",1.819
"3725","SPAC21E11.05c",2.677
"3726","SPAC22E12.19",2.454
"3727","SPBC1921.02",1.473
"3728","SPBC1539.02",4.014
"3729","SPNCRNA.1060",0.594
"3730","SPNCRNA.1692",0.904
"3731","SPAC19A8.07c",1.146
"3732","SPBC23E6.09",4.707
"3733","SPAC4G8.06c",1.378
"3734","SPAC29A4.19c",6.467
"3735","SPNCRNA.525",0.665
"3736","SPCC4B3.10c",2.247
"3737","SPBC11B10.07c",1.717
"3738","SPBC2D10.05",1.827
"3739","SPSNORNA.17",0.075
"3740","SPNCRNA.1025",1.33
"3741","SPNCRNA.421",1.135
"3742","SPBP19A11.06",4.628
"3743","SPCC622.01c",1.479
"3744","SPNCRNA.1610",1.84
"3745","SPCC1742.01",6.816
"3746","SPAC222.04c",0.694
"3747","SPBC577.07",1.856
"3748","SPNCRNA.833",2.159
"3749","SPBC1271.07c",1.79
"3750","SPNCRNA.218",0.507
"3751","SPNCRNA.1315",0.896
"3752","SPAC23A1.18c",1.758
"3753","SPBC887.01",0.791
"3754","SPNCRNA.1151",1.058
"3755","SPAC1B3.03c",1.377
"3756","SPBC1347.14c",0.366
"3757","SPBC16G5.03",1.254
"3758","SPBC2A9.11c",1.541
"3759","SPAP32A8.02",3.826
"3760","SPBC3F6.01c",2.424
"3761","SPAC631.02",5.048
"3762","SPCC757.15",1.922
"3763","SPAC227.09",2.033
"3764","SPCC1235.09",2.158
"3765","SPNCRNA.1497",0.52
"3766","SPNCRNA.1218",1.808
"3767","SPAC1F12.05",3.231
"3768","SPBC16D10.08c",3.056
"3769","SPNCRNA.1179",1.722
"3770","SPAC32A11.03c",4.722
"3771","SPCC970.08",3.775
"3772","SPAC1142.08",2.479
"3773","SPAC1006.06",4.338
"3774","SPBC29A3.15c",1.771
"3775","SPBC428.16c",0.904
"3776","SPAC31G5.06",0.755
"3777","SPBC2A9.08c",1.618
"3778","SPAC3H8.06",2.333
"3779","SPAC959.05c",2.422
"3780","SPBC1773.14",1.953
"3781","SPBC17A3.03c",1.851
"3782","SPNCRNA.608",2.75
"3783","SPNCRNA.1330",0.256
"3784","SPBP18G5.02",1.755
"3785","SPBC83.10",1.216
"3786","SPNCRNA.1069",2.169
"3787","SPBC660.08",1.417
"3788","SPBC1198.04c",3.267
"3789","SPAC16E8.18c",0.77
"3790","SPNCRNA.1378",0.991
"3791","SPCC970.03",1.703
"3792","SPAC23H3.11c",2.037
"3793","SPAC9G1.04",1.392
"3794","SPCC1442.02",2.222
"3795","SPAPJ760.03c",1.155
"3796","SPCC24B10.19c",2.418
"3797","SPAC1399.05c",1.779
"3798","SPNCRNA.704",2.361
"3799","SPAC3H5.04",2.167
"3800","SPNCRNA.1278",2.176
"3801","SPAC19D5.02c",1.134
"3802","SPBC30D10.12c",2.473
"3803","SPAC23A1.15c",1.024
"3804","SPBC409.08",3.029
"3805","SPAC15E1.05c",1.519
"3806","SPCC2H8.04",1.019
"3807","SPAC2E1P3.04",3.353
"3808","SPBC16A3.04",1.14
"3809","SPAC24H6.06",2.33
"3810","SPAC4G9.08c",3.62
"3811","SPCC645.11c",0.843
"3812","SPAPB24D3.01",3.037
"3813","SPAPB17E12.02",1.817
"3814","SPAC6G10.12c",1.946
"3815","SPBP4H10.14c",1.895
"3816","SPBC215.05",1.763
"3817","SPNCRNA.600",2.771
"3818","SPCC16A11.02",2.602
"3819","SPCC1322.10",1.363
"3820","SPAC767.01c",2.84
"3821","SPAC922.06",1.192
"3822","SPAC139.03",2.441
"3823","SPNCRNA.436",1.972
"3824","SPNCRNA.1657",2.081
"3825","SPAC1687.15",2.355
"3826","SPBC6B1.09c",2.453
"3827","SPAC1782.09c",1.718
"3828","SPBC543.08",1.289
"3829","SPBC409.12c",1.767
"3830","SPAC6C3.03c",1.988
"3831","SPBC839.17c",1.01
"3832","SPCC1223.13",5.405
"3833","SPAC4G8.03c",4.8
"3834","SPAC11D3.07c",4.256
"3835","SPCC70.10",1.085
"3836","SPNCRNA.1088",0.601
"3837","SPNCRNA.1059",1.361
"3838","SPAC23C11.15",3.725
"3839","SPAC343.13",1.982
"3840","SPAC24B11.05",1.696
"3841","SPBP16F5.07",1.692
"3842","SPAC922.09",0.216
"3843","SPNCRNA.1000",0.475
"3844","SPAC637.13c",1.86
"3845","SPBC557.03c",2.104
"3846","SPBC29A10.05",2.47
"3847","SPBC4F6.10",4.091
"3848","SPNCRNA.1297",1.167
"3849","SPNCRNA.1531",2.409
"3850","SPNCRNA.402",1.282
"3851","SPBC29A3.08",1.615
"3852","SPAC17H9.10c",4.032
"3853","SPBC1347.05c",1.638
"3854","SPCC548.03c",1.553
"3855","SPBC3B8.06",2.456
"3856","SPAC222.15",0.929
"3857","SPAC1B3.13",2.863
"3858","SPAC1851.03",3.402
"3859","SPAP8A3.02c",1.222
"3860","SPAC3A12.19",0.643
"3861","SPCC1682.03c",2.667
"3862","SPNCRNA.891",0.894
"3863","SPCC306.07c",1.619
"3864","SPCC14G10.03c",1.132
"3865","SPCC5E4.05c",1.485
"3866","SPCTRNAARG.10",0.073
"3867","SPAC24B11.13",2.178
"3868","SPNCRNA.1425",1.333
"3869","SPBC11B10.05c",2.519
"3870","SPCC1827.08c",1.989
"3871","SPBC19G7.18c",1.221
"3872","SPBC12C2.04",1.649
"3873","SPBC211.03c",4.85
"3874","SPAC24C9.09",2.733
"3875","SPAC11E3.14",3.019
"3876","SPBC17G9.06c",1.451
"3877","SPAC19D5.03",1.828
"3878","SPBC16G5.16",3.659
"3879","SPCTRNAPHE.04",0.073
"3880","SPCC18.16c",0.832
"3881","SPCC188.13c",5.626
"3882","SPAC323.03c",2.114
"3883","SPBC1778.03c",2.046
"3884","SPAC2G11.03c",2.786
"3885","SPAC20G4.07c",1.541
"3886","SPBC32H8.15",0.306
"3887","SPBP4H10.11c",2.774
"3888","SPBP16F5.02",1.448
"3889","SPAC3F10.02c",3.099
"3890","SPNCRNA.1440",1.016
"3891","SPAC7D4.11c",2.578
"3892","SPCC757.10",1.392
"3893","SPAC1D4.12",3.338
"3894","SPBC800.03",2.424
"3895","SPAC1B2.02c",1.705
"3896","SPAC56F8.02",5.047
"3897","SPAC5D6.06c",1.124
"3898","SPNCRNA.905",2.586
"3899","SPBC83.01",3.774
"3900","SPAC3G9.04",1.026
"3901","SPBC337.12",2.059
"3902","SPCC24B10.17",1.517
"3903","SPAC4F8.11",5.299
"3904","SPCC1442.01",3.059
"3905","SPNCRNA.249",0.509
"3906","SPBC646.12c",5.536
"3907","SPAC22H10.03c",3.521
"3908","SPAC630.07c",1.904
"3909","SPBP8B7.23",2.539
"3910","SPCC1827.07c",3.523
"3911","SPNCRNA.258",0.351
"3912","SPAC57A7.09",1.541
"3913","SPBC27.05",0.327
"3914","SPNCRNA.908",2.655
"3915","SPAC4F10.16c",6.15
"3916","SPAC13C5.05c",1.908
"3917","SPAC9.02c",1.109
"3918","SPAC31G5.04",1.507
"3919","SPCC613.10",1.586
"3920","SPAC15E1.09",1.264
"3921","SPNCRNA.517",1.042
"3922","SPAC167.03c",2.937
"3923","SPAC9G1.06c",5.453
"3924","SPAC343.04c",2.09
"3925","SPAC22F8.04",1.815
"3926","SPNCRNA.1541",0.957
"3927","SPNCRNA.540",0.719
"3928","SPBC3E7.17",0.183
"3929","SPAC19E9.02",2.981
"3930","SPAC8E11.08c",1.308
"3931","SPAC1751.04",1.854
"3932","SPAC11G7.03",1.393
"3933","SPAC139.06",1.817
"3934","SPAC3A11.02",2.34
"3935","SPAC23H3.10",1.799
"3936","SPCC1020.11c",1.154
"3937","SPBC1711.11",1.853
"3938","SPBC2F12.13",3.039
"3939","SPCC330.02",2.314
"3940","SPCC417.09c",3.873
"3941","SPNCRNA.843",0.925
"3942","SPNCRNA.1656",1.58
"3943","SPAC11D3.13",1.121
"3944","SPAC16C9.04c",1.958
"3945","SPACUNK4.16c",3.169
"3946","SPCC1183.11",4.334
"3947","SPAC3A11.06",2.866
"3948","SPBC336.09c",2.307
